52,4,5,neutral,neutral,Hi.,,3,11,Ross,"00:20:29,885","00:20:30,425",,
53,4,6,neutral,neutral,Hi.,,3,11,Rachel,"00:20:29,925","00:20:31,021",,
54,4,7,neutral,neutral,How’d did it go?,感触は?,3,11,Ross,"00:20:31,188","00:20:32,231","00:20:31,249","00:20:32,063"
55,4,8,joy,positive,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn’t shut up.",気難しい面接官だけどマークの助言どおり一 秋物の話で盛り上がったわ,3,11,Rachel,"00:20:32,398","00:20:40,448","00:20:32,168","00:20:40,404"
56,4,9,joy,positive,I’m so proud of you.,さすが君だ,3,11,Ross,"00:20:40,614","00:20:41,794","00:20:40,508","00:20:41,990"
57,4,10,joy,positive,Me too!,,3,11,Rachel,"00:20:41,294","00:20:43,492",,
58,4,11,sadness,negative,"Listen, I’m ah, I’m sorry I’ve been so crazy and jealous and, it’s just that I like you a lot, so...",聞いて ごめんよ嫉妬でバカを言ったしっと 君を想うばかりに,3,11,Ross,"00:20:44,285","00:20:53,586","00:20:44,303","00:20:53,459"
59,4,12,neutral,neutral,I know.,分かってる,3,11,Rachel,"00:20:53,753","00:20:54,795","00:20:53,688","00:20:54,836"
60,4,13,neutral,neutral,Yeah.,,3,11,Ross,"00:20:54,962","00:20:55,652",,
61,4,14,neutral,neutral,Yeah.,,3,11,Rachel,"00:20:55,162","00:20:56,005",,
62,5,0,neutral,neutral,Ameri-can.,,3,15,Phoebe,"00:22:18,546","00:22:18,936",,
63,5,1,neutral,neutral,Ameri-ccan.,,3,15,Joey,"00:22:18,546","00:22:20,422",,
64,5,2,neutral,neutral,Ameri-can. Y'know it’s a,難しい言葉ね,3,15,Phoebe,"00:22:20,589","00:22:23,509","00:22:21,401","00:22:23,382"
65,5,3,surprise,positive,Everybody!!,,3,15,Sergei,"00:22:25,845","00:22:28,681",,
66,6,0,joy,positive,Good job Joe! Well done! Top notch!,ジョーイよくやった,8,22,Chandler,"00:12:24,244","00:12:27,455","00:12:24,388","00:12:27,328"
67,6,1,surprise,positive,You liked it? You really liked it?,気に入った?,8,22,Joey,"00:12:28,122","00:12:29,792","00:12:28,099","00:12:29,664"
68,6,2,joy,positive,"Oh-ho-ho, yeah!",もちろん,8,22,Chandler,"00:12:29,872","00:12:31,376","00:12:29,726","00:12:31,083"
69,6,3,neutral,neutral,Which part exactly?,,8,22,Joey,"00:12:31,584","00:12:32,764",,
70,6,4,neutral,neutral,The whole thing! Can we go?,どのシーンが? 全部だよ帰ろう,8,22,Chandler,"00:12:32,264","00:12:36,089","00:12:31,478","00:12:35,879"
71,6,5,anger,negative,"Oh no-no-no, give me some specifics.",もっと具体的に言って,8,22,Joey,"00:12:36,297","00:12:38,675","00:12:35,941","00:12:38,798"
72,6,6,joy,positive,"I love the specifics, the specifics were the best part!",具体的な部分がよかった,8,22,Chandler,"00:12:38,883","00:12:42,929","00:12:39,237","00:12:42,593"
73,6,7,neutral,neutral,"Hey, what about the scene with the kangaroo? Did-did you like that part?",カンガルーのシーンは? よかった?,8,22,Joey,"00:12:43,137","00:12:48,184","00:12:43,240","00:12:48,183"
75,6,9,anger,negative,You fell asleep!!,お前は寝てた!,8,22,Joey,"00:12:55,858","00:12:56,859","00:12:55,961","00:12:57,525"
76,6,10,anger,negative,There was no kangaroo!,俺のカンガルー案は却下されたよ,8,22,Joey,"00:12:58,361","00:13:00,831","00:12:58,298","00:13:01,945"
77,6,11,anger,negative,They didn’t take any of my suggestions!,,8,22,Joey,"00:13:01,331","00:13:03,074",,
78,6,12,neutral,neutral,That’s for coming buddy.,,8,22,Joey,"00:13:05,868","00:13:06,648",,
79,6,13,neutral,neutral,I’ll see you later.,今夜はどうもじゃあな,8,22,Joey,"00:13:06,178","00:13:07,938","00:13:05,804","00:13:08,077"
80,6,14,sadness,negative,Don’t go!,,8,22,Chandler,"00:13:08,348","00:13:09,628",,
81,6,15,sadness,negative,I’m sorry.,,8,22,Chandler,"00:13:07,598","00:13:08,988",,
83,6,17,surprise,negative,Look!,こいつも寝てるぞ!,8,22,Chandler,"00:13:10,873","00:13:12,963","00:13:10,936","00:13:12,486"
84,6,18,anger,negative,This guy fell asleep!,,8,22,Chandler,"00:13:12,203","00:13:13,023",,
86,6,20,anger,negative,Be mad at him!,,8,22,Chandler,"00:13:13,403","00:13:13,918",,
88,7,0,neutral,neutral,"Okay, look, I think we have to tell Rachel she messed up her dessert.",ケーキは失敗だとバラそう,6,9,Joey,"00:12:51,020","00:12:53,898","00:12:50,956","00:12:53,980"
89,7,1,anger,negative,"What?! What is with everybody? It’s Thanksgiving, not...Truth-Day!",今日はみんな変だよ 感謝祭じゃなく告白祭か?,6,9,Ross,"00:12:54,107","00:12:58,194","00:12:54,128","00:13:00,026"
90,8,0,neutral,neutral,"Yes, and it is my dying wish to have that ring.",私の最期のお願いよ,6,23,Phoebe,"00:19:17,865","00:19:21,952","00:19:17,092","00:19:19,907"
91,8,1,neutral,neutral,"See, if I’m not buried with that ring then my spirit is going to wander the nether world for all eternity",あの指輪と埋葬されないと私の魂は永遠に地獄を,6,23,Phoebe,"00:19:17,865","00:19:25,206","00:19:20,013","00:19:25,077"
92,8,2,neutral,neutral,"Okay, that’s enough honey!",もう十分,6,23,Chandler,"00:19:25,373","00:19:26,707","00:19:25,183","00:19:26,414"
93,8,3,neutral,neutral,I don’t know.  Let me see the ring.,そう言われても,6,23,Customer,"00:19:28,376","00:19:30,086","00:19:28,103","00:19:30,126"
94,8,4,joy,positive,"Great! Okay, here.",よく見せて,6,23,Chandler,"00:19:32,129","00:19:34,965","00:19:32,148","00:19:33,338"
95,8,5,neutral,neutral,All right.,換えるよ ありがとう,6,23,Customer,"00:19:37,343","00:19:40,012","00:19:37,153","00:19:40,261"
96,8,6,joy,positive,Thank you. Thank you. Thank you!  And,,6,23,Chandler,"00:19:37,343","00:19:40,012",,
97,9,0,neutral,neutral,What've you been up to?,あれからどうしてた?,2,5,Chandler,"00:01:51,903","00:01:54,740","00:01:51,798","00:01:54,780"
98,9,1,neutral,neutral,"Oh, you know, the usual, teaching aerobics, partying way too much.",変わりないわ エアロビ教えたりパーティーで騒いだり,2,5,Jade,"00:01:54,948","00:02:01,204","00:01:54,925","00:02:00,492"
99,9,2,neutral,neutral,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",ボンド映画のポスターに出てる脚は私のよ,2,5,Jade,"00:02:01,622","00:02:07,461","00:02:01,517","00:02:06,581"
100,9,3,joy,positive,Can you hold on a moment? I have another call.  I love her.,キャッチが入った,2,5,Chandler,"00:02:10,547","00:02:12,883","00:02:10,566","00:02:12,673"
101,9,4,neutral,neutral,I know.,ホレた 知ってる,2,5,Ross,"00:02:13,091","00:02:14,760","00:02:12,901","00:02:14,717"
102,9,5,neutral,neutral,I'm back.,お待たせ,2,5,Chandler,"00:02:16,261","00:02:17,031","00:02:16,280","00:02:17,053"
103,9,6,neutral,neutral,"So, are we gonna get together or what?",どこかで会わない?,2,5,Jade,"00:02:16,531","00:02:19,139","00:02:17,198","00:02:19,179"
104,9,7,neutral,neutral,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",いいとも 明日5時にビレッジのセントラルパークは?,2,5,Chandler,"00:02:19,348","00:02:25,562","00:02:19,283","00:02:25,517"
105,9,8,neutral,neutral,"Great, I'll see you then.",いいわ明日ね,2,5,Jade,"00:02:25,771","00:02:28,649","00:02:25,706","00:02:27,521"
106,9,9,joy,positive,Ok.  Ok. Having a phone has finally paid off.,電話加入の元が取れた,2,5,Chandler,"00:02:32,319","00:02:34,529","00:02:32,338","00:02:34,611"
107,9,10,neutral,neutral,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",電話じゃボブになれてもご対面したら ニセ者とバレるよ,2,5,Ross,"00:02:36,823","00:02:43,622","00:02:36,719","00:02:43,662"
108,9,11,neutral,neutral,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",ボブに会えず彼女はショックで! 隣の席の男に慰めを求める,2,5,Chandler,"00:02:47,376","00:02:52,339","00:02:45,478","00:02:51,711"
109,9,12,disgust,negative,Oh my god. You are pure evil.,君は悪魔だ,2,5,Ross,"00:02:52,547","00:02:55,300","00:02:52,524","00:02:54,715"
111,10,0,anger,negative,Nobody!,バケツを敬えってのよ,5,10,Phoebe,"00:11:57,091","00:11:58,821","00:11:57,194","00:11:59,884"
112,10,1,anger,negative,Nobody respects the bucket!,,5,10,Phoebe,"00:11:58,321","00:11:59,886",,
113,10,2,anger,negative,You wouldn't believe what people put in here!,入れたと思う?,5,10,Phoebe,"00:12:00,553","00:12:02,722","00:12:00,697","00:12:02,804"
114,10,3,anger,negative,Look!,,5,10,Phoebe,"00:12:02,889","00:12:03,889",,
115,10,4,anger,negative,"Okay, does this look like a garbage can to you?",,5,10,Phoebe,"00:12:03,389","00:12:04,599",,
117,11,0,neutral,neutral,This is my wedding.,でも僕の式だ,4,23,Ross,"00:03:10,816","00:03:12,025","00:03:10,834","00:03:12,107"
118,11,1,anger,negative,"All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!",遅れるわ レッツゴー,4,23,Monica,"00:03:13,318","00:03:16,738","00:03:12,920","00:03:15,777"
119,11,2,neutral,neutral,Fine. You’ll-you’ll watch it on video when we get back.,式のビデオ見せるよ,4,23,Ross,"00:03:18,782","00:03:21,493","00:03:18,801","00:03:21,450"
120,11,3,joy,positive,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,本だよフィービーちゃん,4,23,Chandler,"00:03:22,869","00:03:25,706","00:03:22,806","00:03:24,910"
121,11,4,neutral,neutral,Thank you.,,4,23,Phoebe,"00:03:27,791","00:03:28,521",,
122,11,5,neutral,neutral,Thank you.,,4,23,Phoebe,"00:03:28,011","00:03:28,875",,
123,11,6,joy,positive,"All right, let’s go! Bye, Pheebs!",行こうじゃあね,4,23,Ross,"00:03:32,504","00:03:34,464","00:03:32,523","00:03:34,838"
124,11,7,joy,positive,"Bye, Pheebs!",,4,23,Joey,"00:03:34,631","00:03:36,341",,
125,11,8,joy,positive,London baby!!,ロンドンだぜ,4,23,Joey,"00:03:40,804","00:03:42,556","00:03:40,322","00:03:41,804"
127,12,0,neutral,neutral,Hey!,,6,4,Chandler,"00:09:47,295","00:09:47,615",,
128,12,1,joy,positive,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I’ll have my health insurance back in no time.,明日はオーディション巡りだ 保険はすぐ戻るよ,6,4,Joey,"00:09:48,635","00:09:56,179","00:09:49,777","00:09:55,883"
129,12,2,disgust,negative,"That’s great, but shouldn’t you be on the toilet right now?",よかったな トイレに行けば?,6,4,Chandler,"00:09:57,347","00:10:00,892","00:09:57,242","00:10:00,889"
130,12,3,surprise,negative,What?!,,6,4,Joey,"00:10:04,312","00:10:05,792",,
131,12,4,disgust,negative,What’s wrong with you?,どうした?,6,4,Chandler,"00:10:05,292","00:10:06,856","00:10:05,332","00:10:06,522"
132,12,5,neutral,neutral,Nothing!,,6,4,Joey,"00:10:07,023","00:10:08,024",,
133,12,6,fear,negative,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",何でもないダンベルで体操したら腹に痛みが それで気絶して一 その後動けないだけ,6,4,Joey,"00:10:08,191","00:10:18,576","00:10:07,253","00:10:18,158"
134,12,7,neutral,neutral,"But um, I don’t think it’s anything serious.",大したことない,6,4,Joey,"00:10:18,743","00:10:21,538","00:10:18,720","00:10:20,994"
135,12,8,surprise,negative,This sounds like a hernia. You have to—you-you go to the doctor!,ヘルニアだな医者へ,6,4,Chandler,"00:10:21,704","00:10:24,707","00:10:21,807","00:10:24,747"
136,12,9,fear,negative,"No way! ‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!",行くもんかこの何かが腹から出てくるまではな,6,4,Joey,"00:10:24,874","00:10:31,464","00:10:24,854","00:10:30,585"
137,12,10,disgust,negative,That’s a hernia.,脱腸だって,6,4,Chandler,"00:10:34,843","00:10:36,010","00:10:34,861","00:10:36,051"
138,12,11,anger,negative,Why did I have to start working out again?  Damn you 15s!,運動して失敗した ダンベルのバカ!,6,4,Joey,"00:10:36,177","00:10:41,558","00:10:36,447","00:10:41,264"
139,13,0,joy,positive,I love your place! Where is this guy from?,ステキな部屋ね これはどこの?,8,8,Mona,"00:10:36,845","00:10:40,932","00:10:36,823","00:10:40,721"
140,13,1,neutral,neutral,Uh that’s an eighteenth century Indian artifact from Calcutta.,18世紀のインドの装飾品だ,8,8,Ross,"00:10:41,099","00:10:44,686","00:10:40,993","00:10:44,851"
141,13,2,surprise,positive,"Oh wow! So, you’re more than just dinosaurs.",あなたって恐竜以外も詳しいのね,8,8,Mona,"00:10:44,894","00:10:50,900","00:10:46,500","00:10:50,855"
142,13,3,neutral,neutral,So much more.,いろいろとね,8,8,Ross,"00:10:51,568","00:10:53,486","00:10:51,586","00:10:52,859"
143,14,0,neutral,neutral,"Well, well to sum up, we’re having fun, you look young.",まとめよう 僕らは楽しんでる君は若く見える,8,11,Ross,"00:13:42,113","00:13:53,458","00:13:42,090","00:13:52,537"
144,14,1,neutral,neutral,Okay,,8,11,Mona,"00:13:57,253","00:13:57,913",,
145,14,2,neutral,neutral,But that’s not enough. So… So…here’s a key to my apartment.,でも物足りない だからこれだ,8,11,Ross,"00:13:59,693","00:14:06,137","00:13:58,023","00:14:05,427"
148,14,5,neutral,neutral,You don’t think this is too fast.,早すぎない?,8,11,Mona,"00:14:16,898","00:14:20,318","00:14:16,917","00:14:18,315"
149,15,0,anger,negative,Get Out!,妻のナンシーだ 冗談やめて,9,23,Ross,"00:42:09,652","00:42:13,489","00:42:09,254","00:42:13,530"
150,15,1,neutral,neutral,"Ross, can I talk to you for a minute?",ロス話があるの,9,23,Charlie,"00:42:15,033","00:42:16,909","00:42:15,052","00:42:16,950"
151,15,2,neutral,neutral,"Yes, please!  So, what's going on?",ありがたい 話って何?,9,23,Ross,"00:42:17,118","00:42:22,388","00:42:17,053","00:42:23,248"
152,15,3,sadness,negative,"Uh, well... Joey and I broke up.",実は ジョーイと別れたの,9,23,Charlie,"00:42:24,059","00:42:29,756","00:42:26,187","00:42:29,796"
153,15,4,surprise,negative,"Oh my God, wh-what happened?",ホント?どうして? ジョーイはいい人よ,9,23,Ross,"00:42:30,465","00:42:35,887","00:42:30,526","00:42:36,738"
154,15,5,sadness,negative,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",でもやっぱり一 違いすぎるホモエレクトスで笑うのよ,9,23,Charlie,"00:42:36,054","00:42:41,893","00:42:36,238","00:42:41,847"
155,15,6,anger,negative,I knew that was him!,やっぱやつか,9,23,Ross,"00:42:42,060","00:42:44,562","00:42:41,953","00:42:43,560"
156,15,7,sadness,negative,"Anyway I just, uh, I think it's for the best.",だからこれでよかったの,9,23,Charlie,"00:42:46,314","00:42:50,109","00:42:46,292","00:42:49,732"
157,15,8,neutral,neutral,"Hey, you ok?",大丈夫?,9,23,Ross,"00:42:51,069","00:42:53,129","00:42:51,045","00:42:53,028"
159,15,10,neutral,neutral,There was hum...  there was another reason that I thought it was time to end it with Joey.,ホント言うと一 ほかにも別れた理由があるの,9,23,Charlie,"00:42:57,867","00:43:05,917","00:42:57,886","00:43:05,163"
160,15,11,neutral,neutral,I started to realize that I was having feelings for someone  else.,気づいたのよ ほかの人を好きになりかけてるって,9,23,Charlie,"00:43:06,667","00:43:12,548","00:43:06,689","00:43:12,545"
161,15,12,neutral,neutral,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",基調講演者はプールに投げられるのが恒例だ,9,23,Paleontologist,"00:43:14,175","00:43:19,222","00:43:14,155","00:43:19,217"
162,15,13,neutral,neutral,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",クラリック教授 大事な話の最中です,9,23,Ross,"00:43:19,388","00:43:22,767","00:43:19,367","00:43:22,722"
163,15,14,neutral,neutral,"Yeah, can you guys just throw him in the pool later?",今はちょっと,9,23,Charlie,"00:43:22,934","00:43:24,954","00:43:22,827","00:43:24,642"
164,15,15,joy,positive,Or we could throw you both in,2人とも投げようか,9,23,Professore Clerk,"00:43:24,574","00:43:27,021","00:43:24,746","00:43:26,978"
165,15,16,anger,negative,"Ok, gentlemen!",,9,23,Ross,"00:43:27,188","00:43:28,018",,
166,15,17,anger,negative,Please!,,9,23,Ross,"00:43:27,348","00:43:28,098",,
168,15,19,neutral,neutral,"I mean, we're scientists, right?",僕らは知的な科学者だしそれに何より一,9,23,Ross,"00:43:31,067","00:43:32,667","00:43:31,088","00:43:35,234"
169,15,20,anger,negative,We're academics.,,9,23,Ross,"00:43:32,167","00:43:33,736",,
170,15,21,joy,positive,And most importantly I... you-you will have to catch us first.,捕まらないよ逃げろ!,9,23,Ross,"00:43:33,903","00:43:37,782","00:43:35,340","00:43:38,698"
172,15,22,joy,positive,"GO, GO, GO!",,9,23,Ross,"00:43:37,949","00:43:40,368",,
173,16,0,joy,positive,"Go, go, go!",,3,25,Ross,"00:04:41,198","00:04:42,240",,
174,16,1,joy,positive,"Oh yeah, now everybody wants to be under this hat!",便利な帽子でしょ,3,25,Rachel,"00:04:42,407","00:04:44,576","00:04:41,759","00:04:44,283"
175,16,2,disgust,negative,Oy!!,,3,25,Phoebe,"00:04:49,456","00:04:50,749",,
176,16,3,surprise,negative,What’s with all this sand?,この砂は?,3,25,Monica,"00:04:52,334","00:04:54,002","00:04:52,269","00:04:53,667"
177,16,4,neutral,neutral,"Oh, yeah, Bob said there might be flood damage.",嵐でこうなったのね,3,25,Phoebe,"00:04:54,169","00:04:56,797","00:04:54,063","00:04:56,670"
178,16,5,neutral,neutral,"Yeah, either that, or he has a really big cat.",巨大なネコのトイレかも,3,25,Ross,"00:04:57,005","00:04:59,216","00:04:56,816","00:04:59,214"
179,17,0,anger,negative,"Okay, see that blind guy right there? I'm gonna bash his head in later.",あの顔覚えて あとで俺が殴る,5,19,Joey,"00:06:15,417","00:06:19,129","00:06:15,394","00:06:19,044"
180,17,1,joy,positive,"Oh umm, my big scene is coming up. Big scene coming up.",俺のシーンはこのあとだ,5,19,Joey,"00:06:21,506","00:06:25,343","00:06:21,442","00:06:25,091"
181,17,2,neutral,neutral,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",生麦生米と言っても納得しそう,5,19,Chandler,"00:06:25,552","00:06:29,014","00:06:25,406","00:06:28,843"
182,17,3,neutral,neutral,Rach? What are you doing?,何してるの?,5,19,Monica,"00:06:32,183","00:06:33,518","00:06:32,202","00:06:33,433"
184,17,5,neutral,neutral,It's a diaper commercial.,オムツのCMが?,5,19,Monica,"00:06:37,480","00:06:39,733","00:06:38,334","00:06:39,690"
185,17,6,fear,negative,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",子供とか責任ってもう,5,19,Rachel,"00:06:40,817","00:06:43,737","00:06:40,630","00:06:44,442"
186,17,7,joy,positive,Pizza delivery!,ピザです 僕が出る!,5,19,Caitlin,"00:06:47,282","00:06:49,592","00:06:46,883","00:06:49,950"
187,17,8,joy,positive,I'll get it! I will get that!,,5,19,Ross,"00:06:49,582","00:06:50,827",,
188,17,9,joy,positive,Hi!,,5,19,Caitlin,"00:06:53,538","00:06:54,748",,
189,17,10,joy,positive,Hi!,,5,19,Ross,"00:06:54,348","00:06:54,748",,
190,18,0,neutral,neutral,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",食事よりキャッチボールの記録に挑む?,5,21,Ross,"00:05:05,096","00:05:09,476","00:05:04,909","00:05:09,472"
191,18,1,neutral,neutral,"Uhh, the ball thing.",挑むとも,5,21,Joey,"00:05:09,643","00:05:12,073","00:05:10,662","00:05:12,019"
192,18,2,neutral,neutral,Yeah?,,5,21,Ross,"00:05:11,573","00:05:12,479",,
193,18,3,joy,positive,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",2時間落とさなかったらすごいよな?,5,21,Joey,"00:05:14,022","00:05:19,110","00:05:13,918","00:05:18,773"
194,18,4,neutral,neutral,"Uhh,",確かに,5,21,Ross,"00:05:19,277","00:05:22,280","00:05:20,297","00:05:21,570"
196,18,6,fear,negative,Uh-oh.,,5,21,Joey,"00:05:28,578","00:05:28,938",,
198,18,8,sadness,negative,I have to pee. And Rachel's in the bathroom!,小便したいレイチェルが入ってる,5,21,Joey,"00:05:30,330","00:05:34,167","00:05:30,351","00:05:33,538"
199,18,9,surprise,positive,"Man, I didn't think we were gonna make it!",ダメかと思った,5,21,Joey,"00:05:39,047","00:05:41,550","00:05:38,899","00:05:40,756"
200,18,10,fear,negative,"I know!  Don't switch hands, okay?",本当にね投げる手は替えるな,5,21,Ross,"00:05:42,384","00:05:45,971","00:05:42,321","00:05:45,592"
201,19,0,neutral,neutral,Hey.,,1,1,Joey,"00:10:11,861","00:10:13,771",,
